id_row,y_coord,z_coord_,x_min,x_max,row_has_pores,number_of_pores_in_row,width_row,number_non_void_cells_in_row
991,0.000395,0.000225,8.5e-05,0.000215,False,0,0.00013,26
992,0.000395,0.00023,8e-05,0.000215,False,0,0.000135,27
993,0.000395,0.000235,8e-05,0.000215,False,0,0.000135,27
994,0.000395,0.00024,8e-05,0.00021,False,0,0.00013,26
995,0.000395,0.000245,8e-05,0.000215,False,0,0.000135,27
996,0.000395,0.00025,7.5e-05,0.000215,False,0,0.00014,28
997,0.000395,0.000255,7.5e-05,0.00022,False,0,0.000145,29
998,0.000395,0.00026,8e-05,0.00022,False,0,0.00014,28
999,0.000395,0.000265,0.0001,0.00022,True,9,0.00012,15
1000,0.000395,0.00027,0.000175,0.000195,False,0,2e-05,4
1001,0.0004,0.000125,0.000135,0.000165,False,0,3e-05,6
1002,0.0004,0.00013,0.000125,0.000175,False,0,5e-05,10
1003,0.0004,0.000135,0.00012,0.00018,False,0,6e-05,12
1004,0.0004,0.00014,0.000115,0.000185,False,0,7e-05,14
1005,0.0004,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1006,0.0004,0.00015,0.00011,0.00019,False,0,8e-05,16
1007,0.0004,0.000155,0.000105,0.00019,False,0,8.5e-05,17
1008,0.0004,0.00016,0.000105,0.000195,False,0,9e-05,18
1009,0.0004,0.000165,0.000105,0.000195,False,0,9e-05,18
1010,0.0004,0.00017,0.0001,0.000195,False,0,9.5e-05,19
1011,0.0004,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1012,0.0004,0.00018,0.0001,0.0002,False,0,0.0001,20
1013,0.0004,0.000185,0.0001,0.0002,False,0,0.0001,20
1014,0.0004,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1015,0.0004,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1016,0.0004,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1017,0.0004,0.000205,9e-05,0.000205,False,0,0.000115,23
1018,0.0004,0.00021,9e-05,0.000205,False,0,0.000115,23
1019,0.0004,0.000215,8.5e-05,0.00021,False,0,0.000125,25
1020,0.0004,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1021,0.0004,0.000225,8.5e-05,0.000215,False,0,0.00013,26
1022,0.0004,0.00023,8.5e-05,0.000215,False,0,0.00013,26
1023,0.0004,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1024,0.0004,0.00024,8e-05,0.000215,False,0,0.000135,27
1025,0.0004,0.000245,8e-05,0.000215,False,0,0.000135,27
1026,0.0004,0.00025,7.5e-05,0.000215,False,0,0.00014,28
1027,0.0004,0.000255,7.5e-05,0.00022,False,0,0.000145,29
1028,0.0004,0.00026,8e-05,0.00022,False,0,0.00014,28
1029,0.0004,0.000265,0.0001,0.00022,True,8,0.00012,16
1030,0.0004,0.00027,0.000175,0.00018,False,0,5e-06,1
1031,0.0004,0.000275,0.000145,0.00015,False,0,5e-06,1
1032,0.0004,0.00028,0.000145,0.00015,False,0,5e-06,1
1033,0.000405,0.000125,0.000135,0.000165,False,0,3e-05,6
1034,0.000405,0.00013,0.000125,0.000175,False,0,5e-05,10
1035,0.000405,0.000135,0.00012,0.00018,False,0,6e-05,12
1036,0.000405,0.00014,0.000115,0.000185,False,0,7e-05,14
1037,0.000405,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1038,0.000405,0.00015,0.00011,0.00019,False,0,8e-05,16
1039,0.000405,0.000155,0.000105,0.00019,False,0,8.5e-05,17
1040,0.000405,0.00016,0.000105,0.000195,False,0,9e-05,18
1041,0.000405,0.000165,0.000105,0.000195,False,0,9e-05,18
1042,0.000405,0.00017,0.0001,0.000195,False,0,9.5e-05,19
1043,0.000405,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1044,0.000405,0.00018,0.0001,0.0002,False,0,0.0001,20
1045,0.000405,0.000185,0.0001,0.0002,False,0,0.0001,20
1046,0.000405,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1047,0.000405,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1048,0.000405,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1049,0.000405,0.000205,9e-05,0.000205,False,0,0.000115,23
1050,0.000405,0.00021,9e-05,0.000205,False,0,0.000115,23
1051,0.000405,0.000215,8.5e-05,0.00021,False,0,0.000125,25
1052,0.000405,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1053,0.000405,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1054,0.000405,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1055,0.000405,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1056,0.000405,0.00024,8e-05,0.000215,False,0,0.000135,27
1057,0.000405,0.000245,8e-05,0.000215,False,0,0.000135,27
1058,0.000405,0.00025,8e-05,0.00022,False,0,0.00014,28
1059,0.000405,0.000255,8e-05,0.000225,False,0,0.000145,29
1060,0.000405,0.00026,8e-05,0.000225,False,0,0.000145,29
1061,0.000405,0.000265,8e-05,0.00022,True,9,0.00014,19
1062,0.000405,0.00027,0.00017,0.0002,False,0,3e-05,6
1063,0.000405,0.000275,0.000145,0.00015,False,0,5e-06,1
1064,0.000405,0.00028,0.000145,0.00015,False,0,5e-06,1
1065,0.00041,0.000125,0.000135,0.000165,False,0,3e-05,6
1066,0.00041,0.00013,0.000125,0.000175,False,0,5e-05,10
1067,0.00041,0.000135,0.00012,0.00018,False,0,6e-05,12
1068,0.00041,0.00014,0.000115,0.000185,False,0,7e-05,14
1069,0.00041,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1070,0.00041,0.00015,0.00011,0.00019,False,0,8e-05,16
1071,0.00041,0.000155,0.000105,0.00019,False,0,8.5e-05,17
1072,0.00041,0.00016,0.000105,0.000195,False,0,9e-05,18
1073,0.00041,0.000165,0.000105,0.000195,False,0,9e-05,18
1074,0.00041,0.00017,0.0001,0.000195,False,0,9.5e-05,19
1075,0.00041,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1076,0.00041,0.00018,0.0001,0.0002,False,0,0.0001,20
1077,0.00041,0.000185,0.0001,0.0002,False,0,0.0001,20
1078,0.00041,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1079,0.00041,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1080,0.00041,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1081,0.00041,0.000205,9e-05,0.000205,False,0,0.000115,23
1082,0.00041,0.00021,9e-05,0.000205,False,0,0.000115,23
1083,0.00041,0.000215,8.5e-05,0.00021,False,0,0.000125,25
1084,0.00041,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1085,0.00041,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1086,0.00041,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1087,0.00041,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1088,0.00041,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1089,0.00041,0.000245,8e-05,0.000215,False,0,0.000135,27
1090,0.00041,0.00025,8e-05,0.00022,False,0,0.00014,28
1091,0.00041,0.000255,8e-05,0.000225,False,0,0.000145,29
1092,0.00041,0.00026,7.5e-05,0.000225,False,0,0.00015,30
1093,0.00041,0.000265,7.5e-05,0.000225,False,0,0.00015,30
1094,0.00041,0.00027,7.5e-05,0.00022,True,13,0.000145,16
1095,0.00041,0.000275,0.00019,0.0002,False,0,1e-05,2
1096,0.000415,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1097,0.000415,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1098,0.000415,0.000135,0.00012,0.00018,False,0,6e-05,12
1099,0.000415,0.00014,0.000115,0.000185,False,0,7e-05,14
1100,0.000415,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1101,0.000415,0.00015,0.00011,0.00019,False,0,8e-05,16
1102,0.000415,0.000155,0.00011,0.00019,False,0,8e-05,16
1103,0.000415,0.00016,0.000105,0.000195,False,0,9e-05,18
1104,0.000415,0.000165,0.000105,0.000195,False,0,9e-05,18
1105,0.000415,0.00017,0.000105,0.000195,False,0,9e-05,18
1106,0.000415,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1107,0.000415,0.00018,0.0001,0.0002,False,0,0.0001,20
1108,0.000415,0.000185,0.0001,0.0002,False,0,0.0001,20
1109,0.000415,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1110,0.000415,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1111,0.000415,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1112,0.000415,0.000205,9e-05,0.000205,False,0,0.000115,23
1113,0.000415,0.00021,9e-05,0.000205,False,0,0.000115,23
1114,0.000415,0.000215,9e-05,0.00021,False,0,0.00012,24
1115,0.000415,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1116,0.000415,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1117,0.000415,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1118,0.000415,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1119,0.000415,0.00024,8e-05,0.000215,False,0,0.000135,27
1120,0.000415,0.000245,8e-05,0.00022,False,0,0.00014,28
1121,0.000415,0.00025,8e-05,0.00023,False,0,0.00015,30
1122,0.000415,0.000255,8e-05,0.00023,False,0,0.00015,30
1123,0.000415,0.00026,7.5e-05,0.00023,False,0,0.000155,31
1124,0.000415,0.000265,7e-05,0.000225,False,0,0.000155,31
1125,0.000415,0.00027,7e-05,0.00022,True,9,0.00015,21
1126,0.000415,0.000275,0.000145,0.0002,True,7,5.5e-05,4
1127,0.000415,0.00028,0.000145,0.00015,False,0,5e-06,1
1128,0.00042,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1129,0.00042,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1130,0.00042,0.000135,0.00012,0.00018,False,0,6e-05,12
1131,0.00042,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1132,0.00042,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1133,0.00042,0.00015,0.00011,0.00019,False,0,8e-05,16
1134,0.00042,0.000155,0.00011,0.00019,False,0,8e-05,16
1135,0.00042,0.00016,0.000105,0.000195,False,0,9e-05,18
1136,0.00042,0.000165,0.000105,0.000195,False,0,9e-05,18
1137,0.00042,0.00017,0.000105,0.000195,False,0,9e-05,18
1138,0.00042,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1139,0.00042,0.00018,0.0001,0.0002,False,0,0.0001,20
1140,0.00042,0.000185,0.0001,0.0002,False,0,0.0001,20
1141,0.00042,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1142,0.00042,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1143,0.00042,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1144,0.00042,0.000205,9e-05,0.000205,False,0,0.000115,23
1145,0.00042,0.00021,9e-05,0.000205,False,0,0.000115,23
1146,0.00042,0.000215,9e-05,0.00021,False,0,0.00012,24
1147,0.00042,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1148,0.00042,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1149,0.00042,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1150,0.00042,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1151,0.00042,0.00024,8e-05,0.000215,False,0,0.000135,27
1152,0.00042,0.000245,8e-05,0.00022,False,0,0.00014,28
1153,0.00042,0.00025,8e-05,0.00023,False,0,0.00015,30
1154,0.00042,0.000255,8e-05,0.00023,False,0,0.00015,30
1155,0.00042,0.00026,7.5e-05,0.00023,False,0,0.000155,31
1156,0.00042,0.000265,7e-05,0.000225,False,0,0.000155,31
1157,0.00042,0.00027,7e-05,0.000205,True,8,0.000135,19
1158,0.00042,0.000275,0.000145,0.0002,True,7,5.5e-05,4
1159,0.00042,0.00028,0.000145,0.00015,False,0,5e-06,1
1160,0.000425,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1161,0.000425,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1162,0.000425,0.000135,0.00012,0.00018,False,0,6e-05,12
1163,0.000425,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1164,0.000425,0.000145,0.00011,0.000185,False,0,7.5e-05,15
1165,0.000425,0.00015,0.00011,0.00019,False,0,8e-05,16
1166,0.000425,0.000155,0.00011,0.00019,False,0,8e-05,16
1167,0.000425,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1168,0.000425,0.000165,0.000105,0.000195,False,0,9e-05,18
1169,0.000425,0.00017,0.000105,0.000195,False,0,9e-05,18
1170,0.000425,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1171,0.000425,0.00018,0.0001,0.0002,False,0,0.0001,20
1172,0.000425,0.000185,0.0001,0.0002,False,0,0.0001,20
1173,0.000425,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1174,0.000425,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1175,0.000425,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1176,0.000425,0.000205,9e-05,0.000205,False,0,0.000115,23
1177,0.000425,0.00021,9e-05,0.000205,False,0,0.000115,23
1178,0.000425,0.000215,9e-05,0.00021,False,0,0.00012,24
1179,0.000425,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1180,0.000425,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1181,0.000425,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1182,0.000425,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1183,0.000425,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1184,0.000425,0.000245,8e-05,0.00022,False,0,0.00014,28
1185,0.000425,0.00025,8e-05,0.00023,False,0,0.00015,30
1186,0.000425,0.000255,8e-05,0.00023,False,0,0.00015,30
1187,0.000425,0.00026,7.5e-05,0.000225,False,0,0.00015,30
1188,0.000425,0.000265,7e-05,0.000225,False,0,0.000155,31
1189,0.000425,0.00027,7e-05,0.00022,True,10,0.00015,20
1190,0.000425,0.000275,7.5e-05,0.0002,True,22,0.000125,3
1191,0.00043,0.000125,0.00014,0.00016,False,0,2e-05,4
1192,0.00043,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1193,0.00043,0.000135,0.00012,0.00018,False,0,6e-05,12
1194,0.00043,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1195,0.00043,0.000145,0.000115,0.000185,False,0,7e-05,14
1196,0.00043,0.00015,0.00011,0.00019,False,0,8e-05,16
1197,0.00043,0.000155,0.00011,0.00019,False,0,8e-05,16
1198,0.00043,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1199,0.00043,0.000165,0.000105,0.000195,False,0,9e-05,18
1200,0.00043,0.00017,0.000105,0.000195,False,0,9e-05,18
1201,0.00043,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1202,0.00043,0.00018,0.0001,0.0002,False,0,0.0001,20
1203,0.00043,0.000185,0.0001,0.0002,False,0,0.0001,20
1204,0.00043,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1205,0.00043,0.000195,9.5e-05,0.0002,False,0,0.000105,21
1206,0.00043,0.0002,9e-05,0.000205,False,0,0.000115,23
1207,0.00043,0.000205,9e-05,0.000205,False,0,0.000115,23
1208,0.00043,0.00021,9e-05,0.000205,False,0,0.000115,23
1209,0.00043,0.000215,8.5e-05,0.00021,False,0,0.000125,25
1210,0.00043,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1211,0.00043,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1212,0.00043,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1213,0.00043,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1214,0.00043,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1215,0.00043,0.000245,8e-05,0.00022,False,0,0.00014,28
1216,0.00043,0.00025,8e-05,0.000225,False,0,0.000145,29
1217,0.00043,0.000255,7.5e-05,0.00023,False,0,0.000155,31
1218,0.00043,0.00026,7.5e-05,0.00023,False,0,0.000155,31
1219,0.00043,0.000265,7.5e-05,0.000225,False,0,0.00015,30
1220,0.00043,0.00027,7.5e-05,0.00022,True,13,0.000145,16
1221,0.00043,0.000275,7.5e-05,8.5e-05,False,0,1e-05,2
1222,0.000435,0.000125,0.00014,0.00016,False,0,2e-05,4
1223,0.000435,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1224,0.000435,0.000135,0.00012,0.00018,False,0,6e-05,12
1225,0.000435,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1226,0.000435,0.000145,0.000115,0.000185,False,0,7e-05,14
1227,0.000435,0.00015,0.00011,0.00019,False,0,8e-05,16
1228,0.000435,0.000155,0.00011,0.00019,False,0,8e-05,16
1229,0.000435,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1230,0.000435,0.000165,0.000105,0.000195,False,0,9e-05,18
1231,0.000435,0.00017,0.000105,0.000195,False,0,9e-05,18
1232,0.000435,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1233,0.000435,0.00018,0.0001,0.0002,False,0,0.0001,20
1234,0.000435,0.000185,0.0001,0.0002,False,0,0.0001,20
1235,0.000435,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1236,0.000435,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1237,0.000435,0.0002,9e-05,0.000205,False,0,0.000115,23
1238,0.000435,0.000205,9e-05,0.000205,False,0,0.000115,23
1239,0.000435,0.00021,9e-05,0.00021,False,0,0.00012,24
1240,0.000435,0.000215,8.5e-05,0.00021,False,0,0.000125,25
1241,0.000435,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1242,0.000435,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1243,0.000435,0.00023,8.5e-05,0.000215,False,0,0.00013,26
1244,0.000435,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1245,0.000435,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1246,0.000435,0.000245,8e-05,0.00022,False,0,0.00014,28
1247,0.000435,0.00025,8e-05,0.00022,False,0,0.00014,28
1248,0.000435,0.000255,7.5e-05,0.00023,False,0,0.000155,31
1249,0.000435,0.00026,7.5e-05,0.00023,False,0,0.000155,31
1250,0.000435,0.000265,7.5e-05,0.000225,False,0,0.00015,30
1251,0.000435,0.00027,7.5e-05,0.00022,True,16,0.000145,13
1252,0.000435,0.000275,8e-05,8.5e-05,False,0,5e-06,1
1253,0.00044,0.000125,0.00014,0.00016,False,0,2e-05,4
1254,0.00044,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1255,0.00044,0.000135,0.00012,0.00018,False,0,6e-05,12
1256,0.00044,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1257,0.00044,0.000145,0.000115,0.000185,False,0,7e-05,14
1258,0.00044,0.00015,0.00011,0.00019,False,0,8e-05,16
1259,0.00044,0.000155,0.00011,0.00019,False,0,8e-05,16
1260,0.00044,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1261,0.00044,0.000165,0.000105,0.000195,False,0,9e-05,18
1262,0.00044,0.00017,0.000105,0.000195,False,0,9e-05,18
1263,0.00044,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1264,0.00044,0.00018,0.0001,0.0002,False,0,0.0001,20
1265,0.00044,0.000185,0.0001,0.0002,False,0,0.0001,20
1266,0.00044,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1267,0.00044,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1268,0.00044,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1269,0.00044,0.000205,9e-05,0.00021,False,0,0.00012,24
1270,0.00044,0.00021,9e-05,0.00021,False,0,0.00012,24
1271,0.00044,0.000215,9e-05,0.00021,False,0,0.00012,24
1272,0.00044,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1273,0.00044,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1274,0.00044,0.00023,8.5e-05,0.000215,False,0,0.00013,26
1275,0.00044,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1276,0.00044,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1277,0.00044,0.000245,8e-05,0.00022,False,0,0.00014,28
1278,0.00044,0.00025,8e-05,0.00022,False,0,0.00014,28
1279,0.00044,0.000255,7.5e-05,0.00022,False,0,0.000145,29
1280,0.00044,0.00026,7.5e-05,0.000225,False,0,0.00015,30
1281,0.00044,0.000265,7.5e-05,0.000225,True,1,0.00015,29
1282,0.00044,0.00027,8e-05,0.00013,True,2,5e-05,8
1283,0.000445,0.000125,0.00014,0.00016,False,0,2e-05,4
1284,0.000445,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1285,0.000445,0.000135,0.00012,0.00018,False,0,6e-05,12
1286,0.000445,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1287,0.000445,0.000145,0.000115,0.000185,False,0,7e-05,14
1288,0.000445,0.00015,0.00011,0.00019,False,0,8e-05,16
1289,0.000445,0.000155,0.00011,0.00019,False,0,8e-05,16
1290,0.000445,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1291,0.000445,0.000165,0.000105,0.000195,False,0,9e-05,18
1292,0.000445,0.00017,0.000105,0.000195,False,0,9e-05,18
1293,0.000445,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1294,0.000445,0.00018,0.0001,0.0002,False,0,0.0001,20
1295,0.000445,0.000185,0.0001,0.0002,False,0,0.0001,20
1296,0.000445,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1297,0.000445,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1298,0.000445,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1299,0.000445,0.000205,9e-05,0.00021,False,0,0.00012,24
1300,0.000445,0.00021,9e-05,0.00021,False,0,0.00012,24
1301,0.000445,0.000215,9e-05,0.00021,False,0,0.00012,24
1302,0.000445,0.00022,8.5e-05,0.00021,False,0,0.000125,25
1303,0.000445,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1304,0.000445,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1305,0.000445,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1306,0.000445,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1307,0.000445,0.000245,8e-05,0.000215,False,0,0.000135,27
1308,0.000445,0.00025,8e-05,0.000215,False,0,0.000135,27
1309,0.000445,0.000255,7.5e-05,0.00022,False,0,0.000145,29
1310,0.000445,0.00026,7.5e-05,0.000225,False,0,0.00015,30
1311,0.000445,0.000265,8e-05,0.000225,True,6,0.000145,23
1312,0.000445,0.00027,0.00011,0.000135,False,0,2.5e-05,5
1313,0.00045,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1314,0.00045,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1315,0.00045,0.000135,0.00012,0.00018,False,0,6e-05,12
1316,0.00045,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1317,0.00045,0.000145,0.000115,0.000185,False,0,7e-05,14
1318,0.00045,0.00015,0.00011,0.00019,False,0,8e-05,16
1319,0.00045,0.000155,0.00011,0.00019,False,0,8e-05,16
1320,0.00045,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1321,0.00045,0.000165,0.000105,0.000195,False,0,9e-05,18
1322,0.00045,0.00017,0.000105,0.000195,False,0,9e-05,18
1323,0.00045,0.000175,0.0001,0.000195,False,0,9.5e-05,19
1324,0.00045,0.00018,0.0001,0.0002,False,0,0.0001,20
1325,0.00045,0.000185,0.0001,0.0002,False,0,0.0001,20
1326,0.00045,0.00019,9.5e-05,0.0002,False,0,0.000105,21
1327,0.00045,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1328,0.00045,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1329,0.00045,0.000205,9e-05,0.00021,False,0,0.00012,24
1330,0.00045,0.00021,9e-05,0.00021,False,0,0.00012,24
1331,0.00045,0.000215,9e-05,0.00021,False,0,0.00012,24
1332,0.00045,0.00022,9e-05,0.00021,False,0,0.00012,24
1333,0.00045,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1334,0.00045,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1335,0.00045,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1336,0.00045,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1337,0.00045,0.000245,8.5e-05,0.000215,False,0,0.00013,26
1338,0.00045,0.00025,8e-05,0.000215,False,0,0.000135,27
1339,0.00045,0.000255,8e-05,0.00022,False,0,0.00014,28
1340,0.00045,0.00026,8e-05,0.00022,False,0,0.00014,28
1341,0.00045,0.000265,9e-05,0.00022,True,4,0.00013,22
1342,0.00045,0.00027,0.00011,0.000135,False,0,2.5e-05,5
1343,0.000455,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1344,0.000455,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1345,0.000455,0.000135,0.00012,0.00018,False,0,6e-05,12
1346,0.000455,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1347,0.000455,0.000145,0.000115,0.000185,False,0,7e-05,14
1348,0.000455,0.00015,0.00011,0.00019,False,0,8e-05,16
1349,0.000455,0.000155,0.00011,0.00019,False,0,8e-05,16
1350,0.000455,0.00016,0.000105,0.00019,False,0,8.5e-05,17
1351,0.000455,0.000165,0.000105,0.000195,False,0,9e-05,18
1352,0.000455,0.00017,0.000105,0.000195,False,0,9e-05,18
1353,0.000455,0.000175,0.0001,0.0002,False,0,0.0001,20
1354,0.000455,0.00018,0.0001,0.0002,False,0,0.0001,20
1355,0.000455,0.000185,0.0001,0.0002,False,0,0.0001,20
1356,0.000455,0.00019,9.5e-05,0.000205,False,0,0.00011,22
1357,0.000455,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1358,0.000455,0.0002,9.5e-05,0.000205,False,0,0.00011,22
1359,0.000455,0.000205,9e-05,0.00021,False,0,0.00012,24
1360,0.000455,0.00021,9e-05,0.00021,False,0,0.00012,24
1361,0.000455,0.000215,9e-05,0.00021,False,0,0.00012,24
1362,0.000455,0.00022,9e-05,0.00021,False,0,0.00012,24
1363,0.000455,0.000225,8.5e-05,0.00021,False,0,0.000125,25
1364,0.000455,0.00023,8.5e-05,0.00021,False,0,0.000125,25
1365,0.000455,0.000235,8.5e-05,0.000215,False,0,0.00013,26
1366,0.000455,0.00024,8.5e-05,0.000215,False,0,0.00013,26
1367,0.000455,0.000245,8.5e-05,0.000215,False,0,0.00013,26
1368,0.000455,0.00025,8e-05,0.000215,False,0,0.000135,27
1369,0.000455,0.000255,8e-05,0.00022,False,0,0.00014,28
1370,0.000455,0.00026,8.5e-05,0.00022,False,0,0.000135,27
1371,0.000455,0.000265,9.5e-05,0.00022,True,3,0.000125,22
1372,0.000455,0.00027,0.00011,0.000135,False,0,2.5e-05,5
1373,0.00046,0.000125,0.000135,0.00016,False,0,2.5e-05,5
1374,0.00046,0.00013,0.000125,0.00017,False,0,4.5e-05,9
1375,0.00046,0.000135,0.00012,0.00018,False,0,6e-05,12
1376,0.00046,0.00014,0.000115,0.00018,False,0,6.5e-05,13
1377,0.00046,0.000145,0.000115,0.000185,False,0,7e-05,14
1378,0.00046,0.00015,0.00011,0.00019,False,0,8e-05,16
1379,0.00046,0.000155,0.00011,0.00019,False,0,8e-05,16
1380,0.00046,0.00016,0.000105,0.000195,False,0,9e-05,18
1381,0.00046,0.000165,0.000105,0.000195,False,0,9e-05,18
1382,0.00046,0.00017,0.000105,0.000195,False,0,9e-05,18
1383,0.00046,0.000175,0.0001,0.0002,False,0,0.0001,20
1384,0.00046,0.00018,0.0001,0.0002,False,0,0.0001,20
1385,0.00046,0.000185,0.0001,0.0002,False,0,0.0001,20
1386,0.00046,0.00019,9.5e-05,0.000205,False,0,0.00011,22
1387,0.00046,0.000195,9.5e-05,0.000205,False,0,0.00011,22
1388,0.00046,0.0002,9.5e-05,0.00021,False,0,0.000115,23
1389,0.00046,0.000205,9e-05,0.00021,False,0,0.00012,24
