id_row,y_coord,z_coord_,x_min,x_max,row_has_pores,number_of_pores_in_row,width_row,number_non_void_cells_in_row
0,0.00024,0.000125,0.00014,0.00016,False,0,2e-05,4
1,0.00024,0.00013,0.000125,0.00017,False,0,4.5e-05,9
2,0.00024,0.000135,0.00012,0.00018,False,0,6e-05,12
3,0.00024,0.00014,0.000115,0.000185,False,0,7e-05,14
4,0.00024,0.000145,0.00011,0.000185,False,0,7.5e-05,15
5,0.00024,0.00015,0.00011,0.00019,False,0,8e-05,16
6,0.00024,0.000155,0.000105,0.00019,False,0,8.5e-05,17
7,0.00024,0.00016,0.000105,0.000195,False,0,9e-05,18
8,0.00024,0.000165,0.000105,0.000195,False,0,9e-05,18
9,0.00024,0.00017,0.0001,0.000195,False,0,9.5e-05,19
10,0.00024,0.000175,0.0001,0.000195,False,0,9.5e-05,19
11,0.00024,0.00018,0.0001,0.0002,False,0,0.0001,20
12,0.00024,0.000185,0.0001,0.0002,False,0,0.0001,20
13,0.00024,0.00019,9.5e-05,0.0002,False,0,0.000105,21
14,0.00024,0.000195,9.5e-05,0.000205,False,0,0.00011,22
15,0.00024,0.0002,9e-05,0.000205,False,0,0.000115,23
16,0.00024,0.000205,9e-05,0.00021,False,0,0.00012,24
17,0.00024,0.00021,9e-05,0.00021,False,0,0.00012,24
18,0.00024,0.000215,9e-05,0.00021,False,0,0.00012,24
19,0.00024,0.00022,8.5e-05,0.00021,False,0,0.000125,25
20,0.00024,0.000225,8e-05,0.000215,False,0,0.000135,27
21,0.00024,0.00023,8e-05,0.000215,False,0,0.000135,27
22,0.00024,0.000235,8e-05,0.00022,False,0,0.00014,28
23,0.00024,0.00024,8e-05,0.00022,False,0,0.00014,28
24,0.00024,0.000245,8e-05,0.00022,False,0,0.00014,28
25,0.00024,0.00025,7.5e-05,0.00022,False,0,0.000145,29
26,0.00024,0.000255,7.5e-05,0.000225,False,0,0.00015,30
27,0.00024,0.00026,7.5e-05,0.000225,False,0,0.00015,30
28,0.00024,0.000265,8e-05,0.00022,True,3,0.00014,25
29,0.00024,0.00027,0.000125,0.0002,False,0,7.5e-05,15
30,0.00024,0.000275,0.00014,0.00019,False,0,5e-05,10
31,0.00024,0.00028,0.00013,0.000135,False,0,5e-06,1
32,0.00024,0.000285,0.00013,0.000135,False,0,5e-06,1
33,0.000245,0.000125,0.00014,0.000165,False,0,2.5e-05,5
34,0.000245,0.00013,0.000125,0.000175,False,0,5e-05,10
35,0.000245,0.000135,0.00012,0.00018,False,0,6e-05,12
36,0.000245,0.00014,0.000115,0.000185,False,0,7e-05,14
37,0.000245,0.000145,0.00011,0.000185,False,0,7.5e-05,15
38,0.000245,0.00015,0.00011,0.00019,False,0,8e-05,16
39,0.000245,0.000155,0.000105,0.00019,False,0,8.5e-05,17
40,0.000245,0.00016,0.000105,0.000195,False,0,9e-05,18
41,0.000245,0.000165,0.000105,0.000195,False,0,9e-05,18
42,0.000245,0.00017,0.0001,0.000195,False,0,9.5e-05,19
43,0.000245,0.000175,0.0001,0.000195,False,0,9.5e-05,19
44,0.000245,0.00018,0.0001,0.0002,False,0,0.0001,20
45,0.000245,0.000185,9.5e-05,0.0002,False,0,0.000105,21
46,0.000245,0.00019,9.5e-05,0.0002,False,0,0.000105,21
47,0.000245,0.000195,9.5e-05,0.000205,False,0,0.00011,22
48,0.000245,0.0002,9e-05,0.000205,False,0,0.000115,23
49,0.000245,0.000205,9e-05,0.000205,False,0,0.000115,23
50,0.000245,0.00021,9e-05,0.00021,False,0,0.00012,24
51,0.000245,0.000215,9e-05,0.00021,False,0,0.00012,24
52,0.000245,0.00022,8.5e-05,0.00021,False,0,0.000125,25
53,0.000245,0.000225,8e-05,0.000215,False,0,0.000135,27
54,0.000245,0.00023,8e-05,0.000215,False,0,0.000135,27
55,0.000245,0.000235,8e-05,0.00022,False,0,0.00014,28
56,0.000245,0.00024,8e-05,0.00022,False,0,0.00014,28
57,0.000245,0.000245,8e-05,0.00022,False,0,0.00014,28
58,0.000245,0.00025,8e-05,0.00022,False,0,0.00014,28
59,0.000245,0.000255,7.5e-05,0.00022,False,0,0.000145,29
60,0.000245,0.00026,7.5e-05,0.00022,False,0,0.000145,29
61,0.000245,0.000265,8e-05,0.00022,True,4,0.00014,24
62,0.000245,0.00027,0.00013,0.000205,False,0,7.5e-05,15
63,0.000245,0.000275,0.000145,0.00019,False,0,4.5e-05,9
64,0.000245,0.00028,0.00013,0.000135,False,0,5e-06,1
65,0.000245,0.000285,0.00013,0.000135,False,0,5e-06,1
66,0.00025,0.000125,0.000135,0.000165,False,0,3e-05,6
67,0.00025,0.00013,0.000125,0.000175,False,0,5e-05,10
68,0.00025,0.000135,0.00012,0.00018,False,0,6e-05,12
69,0.00025,0.00014,0.000115,0.000185,False,0,7e-05,14
70,0.00025,0.000145,0.00011,0.000185,False,0,7.5e-05,15
71,0.00025,0.00015,0.00011,0.00019,False,0,8e-05,16
72,0.00025,0.000155,0.000105,0.00019,False,0,8.5e-05,17
73,0.00025,0.00016,0.000105,0.00019,False,0,8.5e-05,17
74,0.00025,0.000165,0.000105,0.000195,False,0,9e-05,18
75,0.00025,0.00017,0.0001,0.000195,False,0,9.5e-05,19
76,0.00025,0.000175,0.0001,0.000195,False,0,9.5e-05,19
77,0.00025,0.00018,0.0001,0.0002,False,0,0.0001,20
78,0.00025,0.000185,9.5e-05,0.0002,False,0,0.000105,21
79,0.00025,0.00019,9.5e-05,0.0002,False,0,0.000105,21
80,0.00025,0.000195,9.5e-05,0.000205,False,0,0.00011,22
81,0.00025,0.0002,9e-05,0.000205,False,0,0.000115,23
82,0.00025,0.000205,9e-05,0.000205,False,0,0.000115,23
83,0.00025,0.00021,9e-05,0.00021,False,0,0.00012,24
84,0.00025,0.000215,8.5e-05,0.00021,False,0,0.000125,25
85,0.00025,0.00022,8.5e-05,0.00021,False,0,0.000125,25
86,0.00025,0.000225,8e-05,0.000215,False,0,0.000135,27
87,0.00025,0.00023,8e-05,0.000215,False,0,0.000135,27
88,0.00025,0.000235,8e-05,0.00022,False,0,0.00014,28
89,0.00025,0.00024,8e-05,0.00022,False,0,0.00014,28
90,0.00025,0.000245,8e-05,0.00022,False,0,0.00014,28
91,0.00025,0.00025,7.5e-05,0.00022,False,0,0.000145,29
92,0.00025,0.000255,7.5e-05,0.00022,False,0,0.000145,29
93,0.00025,0.00026,7.5e-05,0.00022,False,0,0.000145,29
94,0.00025,0.000265,0.00012,0.00022,False,0,0.0001,20
95,0.00025,0.00027,0.00013,0.000205,False,0,7.5e-05,15
96,0.00025,0.000275,0.000145,0.000195,False,0,5e-05,10
97,0.00025,0.00028,0.00013,0.000135,False,0,5e-06,1
98,0.00025,0.000285,0.00013,0.000135,False,0,5e-06,1
99,0.000255,0.000125,0.000135,0.000165,False,0,3e-05,6
100,0.000255,0.00013,0.000125,0.000175,False,0,5e-05,10
101,0.000255,0.000135,0.00012,0.00018,False,0,6e-05,12
102,0.000255,0.00014,0.000115,0.000185,False,0,7e-05,14
103,0.000255,0.000145,0.00011,0.000185,False,0,7.5e-05,15
104,0.000255,0.00015,0.00011,0.00019,False,0,8e-05,16
105,0.000255,0.000155,0.000105,0.00019,False,0,8.5e-05,17
106,0.000255,0.00016,0.000105,0.00019,False,0,8.5e-05,17
107,0.000255,0.000165,0.000105,0.000195,False,0,9e-05,18
108,0.000255,0.00017,0.0001,0.000195,False,0,9.5e-05,19
109,0.000255,0.000175,0.0001,0.000195,False,0,9.5e-05,19
110,0.000255,0.00018,0.0001,0.0002,False,0,0.0001,20
111,0.000255,0.000185,9.5e-05,0.0002,False,0,0.000105,21
112,0.000255,0.00019,9.5e-05,0.0002,False,0,0.000105,21
113,0.000255,0.000195,9.5e-05,0.000205,False,0,0.00011,22
114,0.000255,0.0002,9e-05,0.000205,False,0,0.000115,23
115,0.000255,0.000205,9e-05,0.000205,False,0,0.000115,23
116,0.000255,0.00021,9e-05,0.00021,False,0,0.00012,24
117,0.000255,0.000215,8.5e-05,0.00021,False,0,0.000125,25
118,0.000255,0.00022,8.5e-05,0.00021,False,0,0.000125,25
119,0.000255,0.000225,8.5e-05,0.000215,False,0,0.00013,26
120,0.000255,0.00023,8e-05,0.000215,False,0,0.000135,27
121,0.000255,0.000235,8e-05,0.00022,False,0,0.00014,28
122,0.000255,0.00024,8e-05,0.00022,False,0,0.00014,28
123,0.000255,0.000245,8e-05,0.00022,False,0,0.00014,28
124,0.000255,0.00025,7.5e-05,0.00022,False,0,0.000145,29
125,0.000255,0.000255,7.5e-05,0.00022,False,0,0.000145,29
126,0.000255,0.00026,8e-05,0.000225,False,0,0.000145,29
127,0.000255,0.000265,0.00012,0.000225,False,0,0.000105,21
128,0.000255,0.00027,0.000135,0.000205,False,0,7e-05,14
129,0.000255,0.000275,0.00015,0.000195,False,0,4.5e-05,9
130,0.000255,0.00028,0.00013,0.000135,False,0,5e-06,1
131,0.000255,0.000285,0.00013,0.000135,False,0,5e-06,1
132,0.00026,0.000125,0.000135,0.000165,False,0,3e-05,6
133,0.00026,0.00013,0.000125,0.000175,False,0,5e-05,10
134,0.00026,0.000135,0.00012,0.00018,False,0,6e-05,12
135,0.00026,0.00014,0.000115,0.000185,False,0,7e-05,14
136,0.00026,0.000145,0.00011,0.000185,False,0,7.5e-05,15
137,0.00026,0.00015,0.00011,0.00019,False,0,8e-05,16
138,0.00026,0.000155,0.000105,0.00019,False,0,8.5e-05,17
139,0.00026,0.00016,0.000105,0.00019,False,0,8.5e-05,17
140,0.00026,0.000165,0.000105,0.000195,False,0,9e-05,18
141,0.00026,0.00017,0.0001,0.000195,False,0,9.5e-05,19
142,0.00026,0.000175,0.0001,0.000195,False,0,9.5e-05,19
143,0.00026,0.00018,0.0001,0.0002,False,0,0.0001,20
144,0.00026,0.000185,9.5e-05,0.0002,False,0,0.000105,21
145,0.00026,0.00019,9.5e-05,0.0002,False,0,0.000105,21
146,0.00026,0.000195,9.5e-05,0.000205,False,0,0.00011,22
147,0.00026,0.0002,9e-05,0.000205,False,0,0.000115,23
148,0.00026,0.000205,9e-05,0.000205,False,0,0.000115,23
149,0.00026,0.00021,9e-05,0.00021,False,0,0.00012,24
150,0.00026,0.000215,8.5e-05,0.00021,False,0,0.000125,25
151,0.00026,0.00022,8.5e-05,0.00021,False,0,0.000125,25
152,0.00026,0.000225,8.5e-05,0.000215,False,0,0.00013,26
153,0.00026,0.00023,8e-05,0.000215,False,0,0.000135,27
154,0.00026,0.000235,8e-05,0.00022,False,0,0.00014,28
155,0.00026,0.00024,8e-05,0.00022,False,0,0.00014,28
156,0.00026,0.000245,7.5e-05,0.00022,False,0,0.000145,29
157,0.00026,0.00025,7.5e-05,0.00022,False,0,0.000145,29
158,0.00026,0.000255,8e-05,0.00022,False,0,0.00014,28
159,0.00026,0.00026,9e-05,0.000225,True,3,0.000135,24
160,0.00026,0.000265,0.000125,0.000225,False,0,0.0001,20
161,0.00026,0.00027,0.000135,0.00021,False,0,7.5e-05,15
162,0.00026,0.000275,0.000155,0.000205,False,0,5e-05,10
163,0.00026,0.00028,0.00013,0.000135,False,0,5e-06,1
164,0.00026,0.000285,0.00013,0.000135,False,0,5e-06,1
165,0.000265,0.000125,0.000135,0.000165,False,0,3e-05,6
166,0.000265,0.00013,0.000125,0.000175,False,0,5e-05,10
167,0.000265,0.000135,0.00012,0.00018,False,0,6e-05,12
168,0.000265,0.00014,0.000115,0.000185,False,0,7e-05,14
169,0.000265,0.000145,0.00011,0.000185,False,0,7.5e-05,15
170,0.000265,0.00015,0.00011,0.00019,False,0,8e-05,16
171,0.000265,0.000155,0.000105,0.00019,False,0,8.5e-05,17
172,0.000265,0.00016,0.000105,0.00019,False,0,8.5e-05,17
173,0.000265,0.000165,0.000105,0.000195,False,0,9e-05,18
174,0.000265,0.00017,0.0001,0.000195,False,0,9.5e-05,19
175,0.000265,0.000175,0.0001,0.000195,False,0,9.5e-05,19
176,0.000265,0.00018,0.0001,0.0002,False,0,0.0001,20
177,0.000265,0.000185,9.5e-05,0.0002,False,0,0.000105,21
178,0.000265,0.00019,9.5e-05,0.0002,False,0,0.000105,21
179,0.000265,0.000195,9.5e-05,0.0002,False,0,0.000105,21
180,0.000265,0.0002,9e-05,0.000205,False,0,0.000115,23
181,0.000265,0.000205,9e-05,0.000205,False,0,0.000115,23
182,0.000265,0.00021,8.5e-05,0.00021,False,0,0.000125,25
183,0.000265,0.000215,8.5e-05,0.00021,False,0,0.000125,25
184,0.000265,0.00022,8.5e-05,0.00021,False,0,0.000125,25
185,0.000265,0.000225,8e-05,0.000215,False,0,0.000135,27
186,0.000265,0.00023,8e-05,0.000215,False,0,0.000135,27
187,0.000265,0.000235,8e-05,0.00022,False,0,0.00014,28
188,0.000265,0.00024,8e-05,0.00022,False,0,0.00014,28
189,0.000265,0.000245,7.5e-05,0.00022,False,0,0.000145,29
190,0.000265,0.00025,7.5e-05,0.00022,False,0,0.000145,29
191,0.000265,0.000255,8.5e-05,0.00022,False,0,0.000135,27
192,0.000265,0.00026,8.5e-05,0.000225,True,3,0.00014,25
193,0.000265,0.000265,0.000125,0.000225,False,0,0.0001,20
194,0.000265,0.00027,0.000145,0.00021,False,0,6.5e-05,13
195,0.000265,0.000275,0.00013,0.000205,True,4,7.5e-05,11
196,0.000265,0.00028,0.00013,0.000135,False,0,5e-06,1
197,0.00027,0.000125,0.00013,0.00017,False,0,4e-05,8
198,0.00027,0.00013,0.000125,0.000175,False,0,5e-05,10
199,0.00027,0.000135,0.00012,0.00018,False,0,6e-05,12
200,0.00027,0.00014,0.000115,0.000185,False,0,7e-05,14
201,0.00027,0.000145,0.00011,0.000185,False,0,7.5e-05,15
202,0.00027,0.00015,0.00011,0.00019,False,0,8e-05,16
203,0.00027,0.000155,0.000105,0.00019,False,0,8.5e-05,17
204,0.00027,0.00016,0.000105,0.00019,False,0,8.5e-05,17
205,0.00027,0.000165,0.000105,0.000195,False,0,9e-05,18
206,0.00027,0.00017,0.0001,0.000195,False,0,9.5e-05,19
207,0.00027,0.000175,0.0001,0.000195,False,0,9.5e-05,19
208,0.00027,0.00018,0.0001,0.000195,False,0,9.5e-05,19
209,0.00027,0.000185,9.5e-05,0.0002,False,0,0.000105,21
210,0.00027,0.00019,9.5e-05,0.0002,False,0,0.000105,21
211,0.00027,0.000195,9.5e-05,0.0002,False,0,0.000105,21
212,0.00027,0.0002,9e-05,0.000205,False,0,0.000115,23
213,0.00027,0.000205,9e-05,0.000205,False,0,0.000115,23
214,0.00027,0.00021,8.5e-05,0.00021,False,0,0.000125,25
215,0.00027,0.000215,8.5e-05,0.00021,False,0,0.000125,25
216,0.00027,0.00022,8e-05,0.00021,False,0,0.00013,26
217,0.00027,0.000225,8e-05,0.000215,False,0,0.000135,27
218,0.00027,0.00023,8e-05,0.00022,False,0,0.00014,28
219,0.00027,0.000235,8e-05,0.00022,False,0,0.00014,28
220,0.00027,0.00024,8e-05,0.00022,False,0,0.00014,28
221,0.00027,0.000245,8e-05,0.00022,False,0,0.00014,28
222,0.00027,0.00025,8e-05,0.00022,False,0,0.00014,28
223,0.00027,0.000255,8.5e-05,0.00022,False,0,0.000135,27
224,0.00027,0.00026,8.5e-05,0.00022,True,4,0.000135,23
225,0.00027,0.000265,0.00013,0.000215,False,0,8.5e-05,17
226,0.00027,0.00027,0.000145,0.00021,False,0,6.5e-05,13
227,0.00027,0.000275,0.00013,0.000195,True,4,6.5e-05,9
228,0.00027,0.00028,0.00013,0.000135,False,0,5e-06,1
229,0.000275,0.000125,0.00013,0.00017,False,0,4e-05,8
230,0.000275,0.00013,0.000125,0.000175,False,0,5e-05,10
231,0.000275,0.000135,0.00012,0.00018,False,0,6e-05,12
232,0.000275,0.00014,0.000115,0.000185,False,0,7e-05,14
233,0.000275,0.000145,0.00011,0.000185,False,0,7.5e-05,15
234,0.000275,0.00015,0.00011,0.00019,False,0,8e-05,16
235,0.000275,0.000155,0.000105,0.00019,False,0,8.5e-05,17
236,0.000275,0.00016,0.000105,0.00019,False,0,8.5e-05,17
237,0.000275,0.000165,0.000105,0.000195,False,0,9e-05,18
238,0.000275,0.00017,0.0001,0.000195,False,0,9.5e-05,19
239,0.000275,0.000175,0.0001,0.000195,False,0,9.5e-05,19
240,0.000275,0.00018,0.0001,0.000195,False,0,9.5e-05,19
241,0.000275,0.000185,9.5e-05,0.0002,False,0,0.000105,21
242,0.000275,0.00019,9.5e-05,0.0002,False,0,0.000105,21
243,0.000275,0.000195,9.5e-05,0.0002,False,0,0.000105,21
244,0.000275,0.0002,9.5e-05,0.000205,False,0,0.00011,22
245,0.000275,0.000205,9e-05,0.000205,False,0,0.000115,23
246,0.000275,0.00021,8.5e-05,0.00021,False,0,0.000125,25
247,0.000275,0.000215,8e-05,0.00021,False,0,0.00013,26
248,0.000275,0.00022,8e-05,0.00021,False,0,0.00013,26
249,0.000275,0.000225,8e-05,0.000215,False,0,0.000135,27
250,0.000275,0.00023,8e-05,0.00022,False,0,0.00014,28
251,0.000275,0.000235,8e-05,0.00022,False,0,0.00014,28
252,0.000275,0.00024,8e-05,0.00023,False,0,0.00015,30
253,0.000275,0.000245,8e-05,0.00023,False,0,0.00015,30
254,0.000275,0.00025,8e-05,0.00023,False,0,0.00015,30
255,0.000275,0.000255,8.5e-05,0.000225,False,0,0.00014,28
256,0.000275,0.00026,9e-05,0.000215,True,4,0.000125,21
257,0.000275,0.000265,0.000135,0.000215,False,0,8e-05,16
258,0.000275,0.00027,0.00015,0.00021,False,0,6e-05,12
259,0.000275,0.000275,0.00013,0.000195,True,4,6.5e-05,9
260,0.000275,0.00028,0.00013,0.000135,False,0,5e-06,1
261,0.00028,0.000125,0.00013,0.00017,False,0,4e-05,8
262,0.00028,0.00013,0.000125,0.000175,False,0,5e-05,10
263,0.00028,0.000135,0.00012,0.00018,False,0,6e-05,12
264,0.00028,0.00014,0.000115,0.000185,False,0,7e-05,14
265,0.00028,0.000145,0.00011,0.000185,False,0,7.5e-05,15
266,0.00028,0.00015,0.00011,0.00019,False,0,8e-05,16
267,0.00028,0.000155,0.000105,0.00019,False,0,8.5e-05,17
268,0.00028,0.00016,0.000105,0.00019,False,0,8.5e-05,17
269,0.00028,0.000165,0.000105,0.000195,False,0,9e-05,18
270,0.00028,0.00017,0.0001,0.000195,False,0,9.5e-05,19
271,0.00028,0.000175,0.0001,0.000195,False,0,9.5e-05,19
272,0.00028,0.00018,0.0001,0.000195,False,0,9.5e-05,19
273,0.00028,0.000185,9.5e-05,0.0002,False,0,0.000105,21
274,0.00028,0.00019,9.5e-05,0.0002,False,0,0.000105,21
275,0.00028,0.000195,9.5e-05,0.0002,False,0,0.000105,21
276,0.00028,0.0002,9.5e-05,0.000205,False,0,0.00011,22
277,0.00028,0.000205,9e-05,0.000205,False,0,0.000115,23
278,0.00028,0.00021,8.5e-05,0.000205,False,0,0.00012,24
279,0.00028,0.000215,8e-05,0.00021,False,0,0.00013,26
280,0.00028,0.00022,8e-05,0.00021,False,0,0.00013,26
281,0.00028,0.000225,8e-05,0.000215,False,0,0.000135,27
282,0.00028,0.00023,8e-05,0.00022,False,0,0.00014,28
283,0.00028,0.000235,8e-05,0.00022,False,0,0.00014,28
284,0.00028,0.00024,7.5e-05,0.00023,False,0,0.000155,31
285,0.00028,0.000245,7.5e-05,0.00023,False,0,0.000155,31
286,0.00028,0.00025,8e-05,0.00023,False,0,0.00015,30
287,0.00028,0.000255,8.5e-05,0.000225,False,0,0.00014,28
288,0.00028,0.00026,0.000125,0.000215,False,0,9e-05,18
289,0.00028,0.000265,0.00014,0.00021,False,0,7e-05,14
290,0.00028,0.00027,0.00015,0.000205,False,0,5.5e-05,11
291,0.00028,0.000275,0.00013,0.000195,True,4,6.5e-05,9
292,0.00028,0.00028,0.00013,0.000135,False,0,5e-06,1
293,0.000285,0.000125,0.00013,0.00017,False,0,4e-05,8
294,0.000285,0.00013,0.000125,0.000175,False,0,5e-05,10
295,0.000285,0.000135,0.00012,0.00018,False,0,6e-05,12
296,0.000285,0.00014,0.000115,0.000185,False,0,7e-05,14
297,0.000285,0.000145,0.00011,0.000185,False,0,7.5e-05,15
298,0.000285,0.00015,0.00011,0.00019,False,0,8e-05,16
299,0.000285,0.000155,0.000105,0.00019,False,0,8.5e-05,17
300,0.000285,0.00016,0.000105,0.00019,False,0,8.5e-05,17
301,0.000285,0.000165,0.000105,0.000195,False,0,9e-05,18
302,0.000285,0.00017,0.0001,0.000195,False,0,9.5e-05,19
303,0.000285,0.000175,0.0001,0.000195,False,0,9.5e-05,19
304,0.000285,0.00018,0.0001,0.000195,False,0,9.5e-05,19
305,0.000285,0.000185,9.5e-05,0.0002,False,0,0.000105,21
306,0.000285,0.00019,9.5e-05,0.0002,False,0,0.000105,21
307,0.000285,0.000195,9e-05,0.0002,False,0,0.00011,22
308,0.000285,0.0002,9e-05,0.000205,False,0,0.000115,23
309,0.000285,0.000205,8.5e-05,0.000205,False,0,0.00012,24
310,0.000285,0.00021,8.5e-05,0.000205,False,0,0.00012,24
311,0.000285,0.000215,8e-05,0.00021,False,0,0.00013,26
312,0.000285,0.00022,8e-05,0.00021,False,0,0.00013,26
313,0.000285,0.000225,8e-05,0.000215,False,0,0.000135,27
314,0.000285,0.00023,8e-05,0.000215,False,0,0.000135,27
315,0.000285,0.000235,8e-05,0.00022,False,0,0.00014,28
316,0.000285,0.00024,7.5e-05,0.00022,False,0,0.000145,29
317,0.000285,0.000245,7.5e-05,0.00022,False,0,0.000145,29
318,0.000285,0.00025,8e-05,0.00022,False,0,0.00014,28
319,0.000285,0.000255,8.5e-05,0.000215,True,1,0.00013,25
320,0.000285,0.00026,0.00012,0.000215,False,0,9.5e-05,19
321,0.000285,0.000265,0.000135,0.00021,False,0,7.5e-05,15
322,0.000285,0.00027,0.00015,0.000205,False,0,5.5e-05,11
323,0.000285,0.000275,0.00013,0.000195,True,5,6.5e-05,8
324,0.000285,0.00028,0.00013,0.000135,False,0,5e-06,1
325,0.00029,0.000125,0.00013,0.00017,False,0,4e-05,8
326,0.00029,0.00013,0.000125,0.000175,False,0,5e-05,10
327,0.00029,0.000135,0.00012,0.00018,False,0,6e-05,12
328,0.00029,0.00014,0.000115,0.000185,False,0,7e-05,14
329,0.00029,0.000145,0.00011,0.000185,False,0,7.5e-05,15
330,0.00029,0.00015,0.00011,0.00019,False,0,8e-05,16
331,0.00029,0.000155,0.000105,0.00019,False,0,8.5e-05,17
332,0.00029,0.00016,0.000105,0.00019,False,0,8.5e-05,17
333,0.00029,0.000165,0.000105,0.000195,False,0,9e-05,18
334,0.00029,0.00017,0.0001,0.000195,False,0,9.5e-05,19
335,0.00029,0.000175,0.0001,0.000195,False,0,9.5e-05,19
336,0.00029,0.00018,0.0001,0.000195,False,0,9.5e-05,19
337,0.00029,0.000185,9.5e-05,0.0002,False,0,0.000105,21
338,0.00029,0.00019,9.5e-05,0.0002,False,0,0.000105,21
339,0.00029,0.000195,9e-05,0.0002,False,0,0.00011,22
340,0.00029,0.0002,9e-05,0.000205,False,0,0.000115,23
341,0.00029,0.000205,8.5e-05,0.000205,False,0,0.00012,24
342,0.00029,0.00021,8.5e-05,0.000205,False,0,0.00012,24
343,0.00029,0.000215,8e-05,0.00021,False,0,0.00013,26
344,0.00029,0.00022,8e-05,0.00021,False,0,0.00013,26
345,0.00029,0.000225,8e-05,0.000215,False,0,0.000135,27
346,0.00029,0.00023,8e-05,0.000215,False,0,0.000135,27
347,0.00029,0.000235,8e-05,0.000215,False,0,0.000135,27
348,0.00029,0.00024,7.5e-05,0.00022,False,0,0.000145,29
349,0.00029,0.000245,7.5e-05,0.00022,False,0,0.000145,29
350,0.00029,0.00025,8.5e-05,0.00022,False,0,0.000135,27
351,0.00029,0.000255,0.00011,0.000215,False,0,0.000105,21
352,0.00029,0.00026,0.00012,0.000215,False,0,9.5e-05,19
353,0.00029,0.000265,0.000135,0.00021,False,0,7.5e-05,15
354,0.00029,0.00027,0.00015,0.000205,False,0,5.5e-05,11
355,0.00029,0.000275,0.000165,0.000195,False,0,3e-05,6
356,0.000295,0.000125,0.00013,0.00017,False,0,4e-05,8
357,0.000295,0.00013,0.00012,0.000175,False,0,5.5e-05,11
358,0.000295,0.000135,0.000115,0.00018,False,0,6.5e-05,13
359,0.000295,0.00014,0.000115,0.000185,False,0,7e-05,14
360,0.000295,0.000145,0.00011,0.000185,False,0,7.5e-05,15
361,0.000295,0.00015,0.00011,0.00019,False,0,8e-05,16
362,0.000295,0.000155,0.000105,0.00019,False,0,8.5e-05,17
363,0.000295,0.00016,0.000105,0.00019,False,0,8.5e-05,17
364,0.000295,0.000165,0.000105,0.000195,False,0,9e-05,18
365,0.000295,0.00017,0.0001,0.000195,False,0,9.5e-05,19
366,0.000295,0.000175,0.0001,0.000195,False,0,9.5e-05,19
367,0.000295,0.00018,0.0001,0.0002,False,0,0.0001,20
368,0.000295,0.000185,9.5e-05,0.0002,False,0,0.000105,21
369,0.000295,0.00019,9.5e-05,0.0002,False,0,0.000105,21
370,0.000295,0.000195,9e-05,0.0002,False,0,0.00011,22
371,0.000295,0.0002,9e-05,0.0002,False,0,0.00011,22
372,0.000295,0.000205,8.5e-05,0.000205,False,0,0.00012,24
373,0.000295,0.00021,8.5e-05,0.000205,False,0,0.00012,24
374,0.000295,0.000215,8.5e-05,0.00021,False,0,0.000125,25
375,0.000295,0.00022,8e-05,0.00021,False,0,0.00013,26
376,0.000295,0.000225,8e-05,0.000215,False,0,0.000135,27
377,0.000295,0.00023,8e-05,0.000215,False,0,0.000135,27
378,0.000295,0.000235,7.5e-05,0.000215,False,0,0.00014,28
379,0.000295,0.00024,7.5e-05,0.000215,False,0,0.00014,28
380,0.000295,0.000245,7.5e-05,0.00022,False,0,0.000145,29
381,0.000295,0.00025,8.5e-05,0.00022,False,0,0.000135,27
382,0.000295,0.000255,0.00011,0.00022,False,0,0.00011,22
383,0.000295,0.00026,0.00012,0.000215,False,0,9.5e-05,19
384,0.000295,0.000265,0.000135,0.00021,False,0,7.5e-05,15
385,0.000295,0.00027,0.00013,0.000205,True,2,7.5e-05,13
386,0.000295,0.000275,0.00013,0.000195,True,6,6.5e-05,7
387,0.0003,0.000125,0.00013,0.00017,False,0,4e-05,8
388,0.0003,0.00013,0.00012,0.000175,False,0,5.5e-05,11
389,0.0003,0.000135,0.000115,0.00018,False,0,6.5e-05,13
390,0.0003,0.00014,0.000115,0.000185,False,0,7e-05,14
391,0.0003,0.000145,0.00011,0.000185,False,0,7.5e-05,15
392,0.0003,0.00015,0.00011,0.00019,False,0,8e-05,16
393,0.0003,0.000155,0.000105,0.00019,False,0,8.5e-05,17
394,0.0003,0.00016,0.000105,0.00019,False,0,8.5e-05,17
395,0.0003,0.000165,0.000105,0.000195,False,0,9e-05,18
396,0.0003,0.00017,0.0001,0.000195,False,0,9.5e-05,19
397,0.0003,0.000175,0.0001,0.000195,False,0,9.5e-05,19
398,0.0003,0.00018,0.0001,0.0002,False,0,0.0001,20
399,0.0003,0.000185,9.5e-05,0.0002,False,0,0.000105,21
400,0.0003,0.00019,9.5e-05,0.0002,False,0,0.000105,21
401,0.0003,0.000195,9e-05,0.0002,False,0,0.00011,22
402,0.0003,0.0002,9e-05,0.0002,False,0,0.00011,22
403,0.0003,0.000205,8.5e-05,0.000205,False,0,0.00012,24
404,0.0003,0.00021,8.5e-05,0.000205,False,0,0.00012,24
405,0.0003,0.000215,8.5e-05,0.00021,False,0,0.000125,25
406,0.0003,0.00022,8.5e-05,0.00021,False,0,0.000125,25
407,0.0003,0.000225,8e-05,0.00021,False,0,0.00013,26
408,0.0003,0.00023,8e-05,0.00021,False,0,0.00013,26
409,0.0003,0.000235,7.5e-05,0.000215,False,0,0.00014,28
